Ticker,LLY,PWR,CDNS,ORLY,AJG,COST,NVDA,AAPL,NFLX,GOOG,META,AMZN,MSFT,TSLA,JPM,GOOGL,WMT,V,XOM,ORCL,PLTR,JNJ,AMD,BAC,PG,KO,CSCO,MU,TSM,CRM,TMUS,MS,IBM,AXP,ANET,RSG,MSI,GWW,PGR,MCK,WM,APH,AVGO,HUBB,SPY,HYG
LLY,1.0,-0.025646398070430548,0.23007747477502122,0.10462079710000358,0.07294346193569486,0.1982665275029489,0.1664358789001491,0.2051755559747706,0.2183973934295206,0.12088438375011755,-0.05107386149769066,0.08859954443795005,0.22672858841706256,-0.0992213362674191,0.02459412988509147,0.11099639658905035,0.22365221480364064,0.045143001964814404,0.046715596976982084,0.08728736786134378,0.16816984366583368,0.35521976043568226,0.0857253583619586,-0.10760564559236074,0.09688935581134975,0.18729232283321853,0.11760332418387853,0.10958502477142346,0.07073647022633665,0.09984887874503645,0.06191341364424335,-0.1145711704436147,0.0849819542193128,-0.11436295701185023,0.1991238814068165,0.16183385872760528,0.22559243955971892,-0.03623437153448486,0.12416537983509172,0.13770309861563493,0.13563781416528134,0.09325759836674376,0.14391957989363063,0.15745825180114922,0.18134989346847458,0.11462245561497166
PWR,-0.025646398070430548,1.0,0.43958473824846606,0.17265352739948128,0.2028396257886932,0.3425758988577814,0.4367984355011032,0.19360246541585555,0.3852182760359118,0.40154986785351265,0.17183665956667493,0.43702349492850795,0.39910244287235297,0.4541557755994719,0.4691571711741955,0.4040014290560601,0.2717375460059832,0.2698032022451557,0.1067016073758233,0.4899266758052767,0.2820037614031912,0.010770083109067215,0.35120687914109755,0.43888771007617905,-0.04226059840277813,0.029844432032531776,0.2952410121595509,0.2512189834994,0.3040867015935038,0.3914750713569158,0.05173946422782561,0.4299698153983791,0.21761425789192168,0.4222707706447052,0.29234970098855795,0.18375395917727946,0.3855557316326617,0.4337635203585037,-0.016106202770513414,0.11009140298875615,0.2414621374115308,0.5686941325843476,0.3407730145571806,0.5739905733479956,0.5709067748510437,0.3679703123180082
CDNS,0.23007747477502122,0.43958473824846606,1.0,0.27147019969820907,0.12144815641936277,0.3975032208271151,0.5519497705792299,0.3670261298949507,0.4946299972932721,0.44865356805454526,0.3740522424495837,0.5600088000929156,0.6884817620440994,0.41523836726091146,0.22426145914831833,0.45608830033776704,0.22447989307096464,0.1586613574184059,-0.14185019705991372,0.4443033132252327,0.31394776730034324,-0.04198542088860538,0.547457765390303,0.17341966466050138,-0.0211348089067935,-0.02316580972881791,0.26037887306414864,0.22152896840845235,0.4986922398878705,0.4388537006202379,-0.0049457279314178105,0.2595352183411436,-0.05611134615648818,0.137022517377551,0.5961169791766365,0.2825201933189126,0.5756213995518856,0.338032962922416,0.0039889108222655265,0.02383263470692019,0.3386306779912071,0.5067545911837772,0.43828638110634033,0.45510385524778024,0.5331476431150991,0.41039159905860767
ORLY,0.10462079710000358,0.17265352739948128,0.27147019969820907,1.0,0.5695343747932823,0.27835873457081606,0.19280129638071905,0.28507104215916684,0.3825741603887995,0.01738055281990222,0.0823479635056308,0.17736857067741038,0.2623819536099475,0.020047241345749853,0.35080631442893284,0.022422337143570326,0.22334879524410858,0.44059589354897,0.2110915401312525,0.4221672158600324,0.04391219185934177,0.38631619519087973,0.02287732812109308,0.2668462728873091,0.32918070974346475,0.2885988141717902,0.3232714709767105,0.02407925156922956,-0.09921215202552561,0.17800027428402898,0.4234074230792279,0.1082245684452069,0.3065010851065877,0.15112881197102174,0.27255652006636716,0.5093525262249069,0.6226264318698969,0.4671562686740935,0.44446359973706184,0.3205860403385974,0.4884514052522527,0.1918326103867191,0.029369869790128414,0.27617357180666297,0.4411310581272076,0.39154675338399947
AJG,0.07294346193569486,0.2028396257886932,0.12144815641936277,0.5695343747932823,1.0,0.46446242756718276,0.18890821559918392,0.25844919959156193,0.32257909768221726,-0.007831305782466321,0.1373296100408208,0.15168311926319986,0.27145354855128556,0.1521631291941478,0.30410991412358096,-0.02394507035972349,0.39368650940356675,0.4928502342726691,0.23496776492728852,0.32729285959699983,-0.0046884164956490625,0.3122275750714751,-0.18777565977100372,0.31005467437766243,0.45853799224019826,0.3693666668587099,0.24614308849219366,-0.013261438463149073,-0.05316220366702509,0.13415772057531106,0.4818079085987217,0.19084871162893735,0.23794851514613694,0.2321965487072705,0.0986910696016971,0.6427744729572752,0.5084936746505403,0.4711329177053767,0.6134135464700594,0.33961366270563487,0.5867635845007638,0.09483093646099175,-0.12877839608611685,0.15292253160766411,0.4209269297410789,0.31982277344054766
COST,0.1982665275029489,0.3425758988577814,0.3975032208271151,0.27835873457081606,0.46446242756718276,1.0,0.5320285208528135,0.5369514542626938,0.455422938106168,0.3479387946781333,0.30072669237224153,0.5048424776654743,0.48824888932331895,0.39314740300420975,0.2748049155913655,0.34732314912764106,0.6417548192714417,0.404483684597495,-0.1354991618824542,0.31167030876482155,0.30638107852601293,0.1488419847442543,0.34034994467727275,0.3507627519121553,0.3793123451485696,0.3160069120841534,0.4442694265413649,0.1967361186047574,0.2513117930499406,0.48018070265825163,0.4409614293829064,0.32402169956259735,0.20519114688830892,0.34261866332009255,0.44921875001823913,0.5755854800304923,0.5046422543411018,0.510294484017075,0.25811981894364955,0.3071082524443681,0.602312744623668,0.526070074368491,0.23901624295356644,0.3300284488376879,0.6437834569468219,0.4800779850726042
NVDA,0.1664358789001491,0.4367984355011032,0.5519497705792299,0.19280129638071905,0.18890821559918392,0.5320285208528135,1.0,0.5294255702579213,0.5949465944267203,0.5620959335475115,0.47434388155186935,0.687795715495681,0.7194518716640964,0.3946798381087477,0.4064046451550962,0.5602395230435004,0.27960724794400693,0.25530125218238897,0.007776682090452547,0.5371335889413863,0.40256372132926826,-0.04392367938518402,0.7088575091425351,0.39328239387134445,0.03264567875424497,-0.042155397105652706,0.43500351946280236,0.4808218495545634,0.628539731252755,0.5768083847853869,0.09846846663012616,0.3336440606095441,0.10256414079972258,0.3453369256434149,0.5799114655770514,0.17410117170124784,0.46028526580538043,0.4158474860968287,0.025473440333653972,0.04522171071620461,0.23089689800748428,0.560577859417312,0.5535922857461906,0.3625685915114573,0.7131069825456509,0.5491748503294501
AAPL,0.2051755559747706,0.19360246541585555,0.3670261298949507,0.28507104215916684,0.25844919959156193,0.5369514542626938,0.5294255702579213,1.0,0.38933328191590205,0.46271960424849967,0.21985012021193964,0.5580847811188613,0.5085409743518773,0.5557220811220902,0.2085071136994654,0.46201335545228395,0.34633431929937963,0.3817099204603869,0.04280059093313858,0.41868064305680186,0.2838904901672831,0.2547144112745532,0.40067368809477466,0.31634195519806724,0.20902944051631014,0.248164085415697,0.40737258918263075,0.32964404771190037,0.3700551419807628,0.44139704789836526,0.22062403621371934,0.32717150885249746,0.15215868381468048,0.3471263835724524,0.5482803640919719,0.22642015523443954,0.4705770356706526,0.3826657739602907,0.09304978540684537,0.17811463896435717,0.18871954439265387,0.48891508465746103,0.39976927830358894,0.2252017843564424,0.680442194197841,0.5877481202866343
NFLX,0.2183973934295206,0.3852182760359118,0.4946299972932721,0.3825741603887995,0.32257909768221726,0.455422938106168,0.5949465944267203,0.38933328191590205,1.0,0.3899008095885923,0.22025489682095345,0.591255054442805,0.5050830754108615,0.33465639182889073,0.5097081442473896,0.3950573991590914,0.2884329187274271,0.31974139643363,-0.08080098234417614,0.425119342724163,0.4445190831140215,-0.053882958814310516,0.3640173216533567,0.4362631069297335,-0.00977015895394112,-0.03752053923083606,0.42578048597459145,0.29625187306848294,0.36553235630312164,0.525763303752601,0.22799063106497067,0.3010181124076709,0.1585760402622894,0.3336666702312018,0.41257759328674976,0.2392871974768417,0.5420304353017237,0.3066171799880983,0.21964608277065867,0.13167363468280596,0.225466819770991,0.4850067144589447,0.4116170481869405,0.20850401238684194,0.5901608391592583,0.5698873387518892
GOOG,0.12088438375011755,0.40154986785351265,0.44865356805454526,0.01738055281990222,-0.007831305782466321,0.3479387946781333,0.5620959335475115,0.46271960424849967,0.3899008095885923,1.0,0.3155883040590689,0.6658506362112686,0.5795119487718635,0.4527600790261398,0.29254507336466484,0.9976938758306323,0.20303446099085662,0.2293920732386182,-0.03937083670764042,0.3902948790494837,0.2931001899748633,-0.03233335665346896,0.5077825061773692,0.3547122438352581,-0.06722565426905992,-0.01635256466309403,0.36411577092517267,0.46469827073192005,0.6042370173697382,0.5453859919062188,-0.09701643394947415,0.43700824468499555,0.08555684803573632,0.3751663785577355,0.5040254454126326,0.01906253507333125,0.2719218535676072,0.10296437524279461,-0.24972358936077485,-0.02851769317790301,0.07090432838324956,0.5101270224655696,0.5587415920862354,0.2602046392181369,0.6121129643420368,0.42060460765688523
META,-0.05107386149769066,0.17183665956667493,0.3740522424495837,0.0823479635056308,0.1373296100408208,0.30072669237224153,0.47434388155186935,0.21985012021193964,0.22025489682095345,0.3155883040590689,1.0,0.43777507847710234,0.5332140681742541,0.2027104568633607,0.24951407774031997,0.311060898144512,0.2802215245732603,0.21616691106857608,-0.23907104327880815,0.302375891561205,0.22731987210823967,0.049098438444058236,0.356307408797678,0.15732412190655817,0.1889978961268335,0.0408818120408379,0.20160814847566083,0.18685186212743823,0.585778210098983,0.29050227719077026,-0.01371581150850285,0.35226295519368306,0.22489682299060398,0.20854710943223445,0.3331787367044366,0.39358627228770526,0.29781254959893017,0.2095767928087417,0.13066570113405604,-0.16148385168703056,0.42067017425195774,0.23701209851522362,0.35705185474086654,0.2326550454966811,0.4522304555474776,0.33868503958852825
AMZN,0.08859954443795005,0.43702349492850795,0.5600088000929156,0.17736857067741038,0.15168311926319986,0.5048424776654743,0.687795715495681,0.5580847811188613,0.591255054442805,0.6658506362112686,0.43777507847710234,1.0,0.6406610341162642,0.5871709534998598,0.2730120743511139,0.6593593329750245,0.25980430666037324,0.3159381282942607,-0.0779757972195639,0.42609199294270383,0.4701910933001062,-0.13437284323533685,0.6005086376859488,0.3387465938367025,-0.10722877084900966,-0.10952935934541025,0.3693706331639316,0.4275791247022456,0.5560315545289102,0.6618148534377938,0.11857368114510804,0.3240135377629791,0.07888655378087552,0.4350031532126347,0.5647745259670011,0.16742218392129363,0.33909784407158244,0.32857364144134216,-0.058625935265153396,0.07653757483791798,0.24677913002418397,0.5062791471938403,0.5161042827365073,0.3093650400317641,0.6778395613637808,0.5610165875509235
MSFT,0.22672858841706256,0.39910244287235297,0.6884817620440994,0.2623819536099475,0.27145354855128556,0.48824888932331895,0.7194518716640964,0.5085409743518773,0.5050830754108615,0.5795119487718635,0.5332140681742541,0.6406610341162642,1.0,0.3949684050509805,0.3089579883906068,0.57780878061461,0.3619962214953504,0.27017370991113315,-0.07077766470584779,0.6389063256019389,0.37138374932380663,0.096273249354075,0.6248250825347127,0.3070035873934659,0.23741225012654332,0.1698559271950541,0.4014928598573101,0.34692288543418626,0.5908804065716062,0.5398557718140115,-0.007986273564908265,0.29584880431183,0.16163013709909316,0.29658628434908174,0.636607713387588,0.3977454803788086,0.5290115805944691,0.4254170764788365,0.06330621029188467,0.08475441389687138,0.42561087638230005,0.5581732737863154,0.5723794730506051,0.4019960911069591,0.7406107117677944,0.5307462008316712
TSLA,-0.0992213362674191,0.4541557755994719,0.41523836726091146,0.020047241345749853,0.1521631291941478,0.39314740300420975,0.3946798381087477,0.5557220811220902,0.33465639182889073,0.4527600790261398,0.2027104568633607,0.5871709534998598,0.3949684050509805,1.0,0.13792839594571255,0.45681413893842227,0.2642161308855106,0.046807450923630436,-0.13573077955576962,0.30002196357123245,0.5369030543861552,-0.09830667949100236,0.2806367826834785,0.24918689268260055,-0.2006653501701432,-0.20909755659919246,0.20149064269624767,0.17659841360921621,0.38757721660294747,0.48448715347648413,-0.09221668524515805,0.3156267208640434,0.0006705750960259912,0.3078805962488313,0.4111696900337029,0.1624408606536494,0.20841571458987057,0.2636116750678228,-0.08176743870324524,0.043814031319138,0.07125970591786002,0.3946717814744273,0.3835080740987665,0.3214339562656346,0.45455548611823704,0.3222809370874133
JPM,0.02459412988509147,0.4691571711741955,0.22426145914831833,0.35080631442893284,0.30410991412358096,0.2748049155913655,0.4064046451550962,0.2085071136994654,0.5097081442473896,0.29254507336466484,0.24951407774031997,0.2730120743511139,0.3089579883906068,0.13792839594571255,1.0,0.29793078110314253,0.24455363606687244,0.49137094992163166,0.377835669409459,0.4698204808006366,0.16861163695253267,0.2797056978516691,0.25873501588258513,0.8740482493217699,0.1375059379481107,0.1712450289260902,0.3395617677772344,0.44609444906011836,0.3864285239947371,0.279052133960067,0.2894402224757413,0.7686775780960939,0.3740233519005837,0.6339053436091366,0.1437916995099291,0.2479954142859079,0.4627192230404634,0.42603615020015345,0.24915275372040188,0.18952635480179716,0.20499873139084684,0.4917355054696654,0.29195896186255516,0.4012866041839508,0.6868230010455705,0.6392761272567883
